Survey_Date,Survey_Time,Study_Area,Transect_Number,Visit_Number,Sample_Number,Observer,Sample_ID,Location_Latitude,Location_Longitude,Snow_Conditions,Comments,Species,Notes,Censor
4/9/2024 16:00,9:57,39,5,4,2,LS,39-5-4-2-LS,172524.2389,479467.19,0 - 25%,"Young beech, mature maple",Snowshoe Hare,,0
4/9/2024 16:00,10:02,39,5,4,3,LS,39-5-4-3-LS,172545.7308,479469.8392,0 - 25%,"Young beech, mature cherry ",Snowshoe Hare,,0
4/9/2024 16:00,10:05,39,5,4,4,LS,39-5-4-4-LS,172559.7823,479477.2813,0 - 25%,"Young beech, mature cherry ",Snowshoe Hare,,0
4/9/2024 16:00,10:08,39,5,4,5,LS,39-5-4-5-LS,172557.2164,479481.5324,0 - 25%,,Undetermined,,0
4/9/2024 16:00,10:26,39,5,4,6,LS,39-5-4-6-LS,172780.0165,479480.3727,,Raspberry and young birch in former clear cut,Undetermined,,0
4/9/2024 16:00,10:28,39,5,4,7,LS,39-5-4-7-LS,172782.6242,479481.728,0 - 25%,,Undetermined,,0
2/7/2024 17:00,9:37,39,6,1,1,LS,39-6-1-1-LS,172930.1615,479668.0578,0 - 25%,Young beech understory,Snowshoe Hare,,0
2/7/2024 17:00,9:42,39,6,1,2,LS,39-6-1-2-LS,172939.8357,479660.6605,0 - 25%,,Snowshoe Hare,,0
2/7/2024 17:00,9:50,39,6,1,3,LS,39-6-1-3-LS,173114.2204,479678.5343,0 - 25%,,Snowshoe Hare,,0
3/27/2024 16:00,9:21,39,6,3,1,SM,39-6-3-1-SM,171719.0961,479668.1018,0 - 25%,Dense beech,Snowshoe Hare,,0
3/27/2024 16:00,9:56,39,6,3,2,SM,39-6-3-2-SM,172536.0788,479616.4632,0 - 25%,Dense beech,Snowshoe Hare,,0
3/27/2024 16:00,10:07,39,6,3,3,SM,39-6-3-3-SM,172689.3519,479598.3354,0 - 25%,Dense beech and raspberry ,Snowshoe Hare,,0
3/27/2024 16:00,10:09,39,6,3,4,SM,39-6-3-4-SM,172705.5401,479593.2483,,,Snowshoe Hare,,0
3/27/2024 16:00,10:16,39,6,3,5,SM,39-6-3-5-SM,172846.7632,479636.1699,0 - 25%,Dense beech,Snowshoe Hare,,0
3/27/2024 16:00,10:27,39,6,3,6,SM,39-6-3-6-SM,173093.1366,479635.4194,0 - 25%,Dense beech,Snowshoe Hare,,0
3/27/2024 16:00,10:30,39,6,3,7,SM,39-6-3-7-SM,173137.0762,479639.7578,0 - 25%,Dense beech,Snowshoe Hare,,0
4/9/2024 16:00,9:03,39,6,4,1,LS,39-6-4-1-LS,171849.3792,479662.1734,0 - 25%,Young oak and beech,Snowshoe Hare,,0
4/9/2024 16:00,11:21,39,6,4,2,LS,39-6-4-2-LS,172870.3476,479675.4195,0 - 25%,Young beech,Snowshoe Hare,,0
4/9/2024 16:00,11:24,39,6,4,3,LS,39-6-4-3-LS,172874.0911,479665.6318,0 - 25%,Young beech,Snowshoe Hare,,0
4/9/2024 16:00,11:31,39,6,4,4,LS,39-6-4-4-LS,172697.1957,479679.9793,0 - 25%,Young beech,Snowshoe Hare,,0
2/7/2024 17:00,9:56,39,7,1,1,AM,39-7-1-1-AM,171882.5556,479851.9871,0 - 25%,Alder birch young thicket,Snowshoe Hare,,0
2/7/2024 17:00,11:51,39,7,1,2,AM,39-7-1-2-AM,173472.9061,479891.5675,0 - 25%,Birch,Snowshoe Hare,,0
2/7/2024 17:00,12:07,39,7,1,3,AM,39-7-1-3-AM,173040.9045,479964.3334,0 - 25%,Oder more open,Snowshoe Hare,,0
3/15/2024 16:00,8:53,39,7,3,1,CR,39-7-3-1-CR,173114.0803,479824.6613,0 - 25%,Beech thicket ,Snowshoe Hare,,0
3/15/2024 16:00,8:57,39,7,3,2,CR,39-7-3-2-CR,173143.4766,479826.7861,0 - 25%,Clearing in beech thicket ,Snowshoe Hare,,0
3/15/2024 16:00,9:08,39,7,3,3,CR,39-7-3-3-CR,173408.7883,479870.1898,0 - 25%,Beech thicket ,Snowshoe Hare,,0
3/15/2024 16:00,11:30,39,7,3,4,CR,39-7-3-4-CR,171660.5071,479835.5576,0 - 25%,Raspberry thicket ,Snowshoe Hare,,0
3/15/2024 16:00,11:36,39,7,3,5,CR,39-7-3-5-CR,171697.6599,479843.6181,0 - 25%,Raspberry thicket with beech ,Snowshoe Hare,,0
4/9/2024 16:00,8:41,39,7,4,1,SM,39-7-4-1-SM,172417.8098,479792.6848,0 - 25%,Dense beech,Snowshoe Hare,,0
4/9/2024 16:00,11:07,39,7,4,2,SM,39-7-4-2-SM,173260.5158,479824.0631,0 - 25%,Dense beech ,Snowshoe Hare,,0
4/9/2024 16:00,11:11,39,7,4,3,SM,39-7-4-3-SM,173252.1766,479822.6274,0 - 25%,Dense beech ,Snowshoe Hare,,0
4/9/2024 16:00,11:16,39,7,4,4,SM,39-7-4-4-SM,173199.7025,479828.4162,0 - 25%,Dense beech ,Snowshoe Hare,,0
2/7/2024 17:00,11:05,39,8,1,1,AM,39-8-1-1-AM,172789.8823,480064.5195,0 - 25%,Do wood road surrounded by birch saplings,Snowshoe Hare,,0
2/7/2024 17:00,11:11,39,8,1,2,AM,39-8-1-2-AM,172841.6177,480072.7922,0 - 25%,Dense birch saplings,Snowshoe Hare,,0
2/7/2024 17:00,11:14,39,8,1,3,AM,39-8-1-3-AM,172858.1487,480069.0514,0 - 25%,Birch thicket,Snowshoe Hare,,0
2/7/2024 17:00,11:21,39,8,1,4,AM,39-8-1-4-AM,172975.0242,480065.1364,0 - 25%,Birch,Snowshoe Hare,,0
2/7/2024 17:00,11:34,39,8,1,5,AM,39-8-1-5-AM,173305.5704,480024.4149,0 - 25%,Birch ,Snowshoe Hare,,0
2/7/2024 17:00,11:39,39,8,1,6,AM,39-8-1-6-AM,173424.4053,480032.3305,0 - 25%,Birch,Snowshoe Hare,,0
2/19/2024 17:00,10:15,39,8,2,1,SM,39-8-2-1-SM,172841.3079,480049.0932,75 - 100%,Dense beech and dogwood ,Snowshoe Hare,,0
2/19/2024 17:00,10:26,39,8,2,2,SM,39-8-2-2-SM,172658.6091,480094.6396,75 - 100%,Dense beech and dogwood ,Snowshoe Hare,,0
2/19/2024 17:00,10:36,39,8,2,3,SM,39-8-2-3-SM,172565.7143,480082.3486,75 - 100%,Dense beech and dogwood ,Snowshoe Hare,,0
2/19/2024 17:00,10:44,39,8,2,4,SM,39-8-2-4-SM,172459.7868,480082.5329,75 - 100%,Mature hemlock and dense beech,Snowshoe Hare,,0
2/19/2024 17:00,10:48,39,8,2,5,SM,39-8-2-5-SM,172438.2805,480086.8137,75 - 100%,Dense beech,Snowshoe Hare,,0
3/15/2024 16:00,9:29,39,8,3,1,CR,39-8-3-1-CR,173542.7302,480025.5722,0 - 25%,Small beech trees ,Snowshoe Hare,,0
3/15/2024 16:00,9:34,39,8,3,2,CR,39-8-3-2-CR,173532.5186,480024.4384,0 - 25%,Beech thicket ,Snowshoe Hare,,0
3/15/2024 16:00,9:40,39,8,3,3,CR,39-8-3-3-CR,173427.0332,480010.3909,0 - 25%,Beech saplings ,Snowshoe Hare,,0
3/15/2024 16:00,9:53,39,8,3,4,CR,39-8-3-4-CR,173124.9936,480024.4703,0 - 25%,"Small to medium beech trees, clearing",Snowshoe Hare,,0
3/15/2024 16:00,10:06,39,8,3,5,CR,39-8-3-5-CR,172882.8614,480015.4195,0 - 25%,Beech small trees,Snowshoe Hare,,0
3/15/2024 16:00,10:12,39,8,3,6,CR,39-8-3-6-CR,172865.2408,480018.4228,0 - 25%,Beech saplings ,Snowshoe Hare,,0
3/15/2024 16:00,10:16,39,8,3,7,CR,39-8-3-7-CR,172837.8016,480016.9664,0 - 25%,Beech,Snowshoe Hare,,0
3/15/2024 16:00,10:25,39,8,3,8,CR,39-8-3-8-CR,172750.9381,480025.9207,0 - 25%,"Beech saplings, raspberry ",Snowshoe Hare,,0
4/9/2024 16:00,10:09,39,8,4,1,SM,39-8-4-1-SM,172809.2715,480036.539,0 - 25%,Dense beech ,Snowshoe Hare,,0
4/9/2024 16:00,10:12,39,8,4,2,SM,39-8-4-2-SM,172839.4411,480040.9888,0 - 25%,Dense beech ,Snowshoe Hare,,0
4/9/2024 16:00,10:15,39,8,4,3,SM,39-8-4-3-SM,172843.4902,480041.1802,0 - 25%,Dense beech ,Snowshoe Hare,,0
4/9/2024 16:00,10:19,39,8,4,4,SM,39-8-4-4-SM,172871.0201,480039.7176,0 - 25%,,Snowshoe Hare,,0
4/9/2024 16:00,10:35,39,8,4,5,SM,39-8-4-5-SM,173303.1638,480041.7312,0 - 25%,Dense beech ,Snowshoe Hare,,0
4/9/2024 16:00,10:46,39,8,4,6,SM,39-8-4-6-SM,173525.4946,480059.9629,0 - 25%,Dense beech,Snowshoe Hare,,0
4/9/2024 16:00,10:49,39,8,4,7,SM,39-8-4-7-SM,173550.2725,480053.532,0 - 25%,,Snowshoe Hare,,0
2/7/2024 17:00,11:27,39,9,1,10,CR,39-9-1-10-CR,172544.5627,480154.7249,0 - 25%,Beech saplings and hemlocks ,Snowshoe Hare,,0
2/7/2024 17:00,11:34,39,9,1,11,CR,39-9-1-11-CR,172495.2794,480181.9509,0 - 25%,Beech saplings and hemlocks and boulders ,Snowshoe Hare,,0
2/7/2024 17:00,11:42,39,9,1,12,CR,39-9-1-12-CR,172400.5732,480192.9581,0 - 25%,"Beech, hemlocks, maples, boulders ",Snowshoe Hare,,0
2/7/2024 17:00,12:10,39,9,1,13,CR,39-9-1-13-CR,171891.3498,480227.7222,25 - 75%,Young hemlock thicket not too far away from a stream,Snowshoe Hare,,0
2/7/2024 17:00,9:57,39,9,1,1,CR,39-9-1-1-CR,173166.4275,480187.3707,0 - 25%,"No snow, near road, beech saplings ",Snowshoe Hare,,0
2/7/2024 17:00,10:10,39,9,1,2,CR,39-9-1-2-CR,173027.1192,480199.2515,,Beech saplings ,Snowshoe Hare,,0
2/7/2024 17:00,10:20,39,9,1,3,CR,39-9-1-3-CR,172986.4709,480204.9152,0 - 25%,Beech saplings ,Snowshoe Hare,,0
2/7/2024 17:00,10:27,39,9,1,4,CR,39-9-1-4-CR,172943.631,480214.5933,0 - 25%,"Beech saplings, pile of pellets",Snowshoe Hare,,0
2/7/2024 17:00,10:36,39,9,1,5,CR,39-9-1-5-CR,172887.6077,480232.0482,0 - 25%,"Beech saplings and raspberry, near road",Snowshoe Hare,,0
2/7/2024 17:00,10:47,39,9,1,6,CR,39-9-1-6-CR,172877.5122,480195.1272,0 - 25%,"No snow, beech saplings, many pellets",Snowshoe Hare,,0
2/7/2024 17:00,10:56,39,9,1,7,CR,39-9-1-7-CR,172802.3661,480187.1463,0 - 25%,Beech saplings and raspberry ,Snowshoe Hare,,0
2/7/2024 17:00,11:06,39,9,1,8,CR,39-9-1-8-CR,172729.115,480178.0382,0 - 25%,Beech saplings and big hemlock,Snowshoe Hare,,0
2/7/2024 17:00,11:17,39,9,1,9,CR,39-9-1-9-CR,172649.2291,480125.9135,0 - 25%,Beech saplings and hemlocks ,Snowshoe Hare,,0
2/19/2024 17:00,12:30,39,9,2,10,AZ,39-9-2-10-AZ,172654.3879,480196.6348,75 - 100%,Same as 9,Snowshoe Hare,,0
2/19/2024 17:00,12:28,39,9,2,11,AZ,39-9-2-11-AZ,172685.6346,480194.9029,75 - 100%,"Mature hemlock ,lots of seedlings",Snowshoe Hare,,0
2/19/2024 17:00,12:33,39,9,2,12,AZ,39-9-2-12-AZ,172730.0962,480202.5377,75 - 100%,Same as 11,Snowshoe Hare,,0
2/19/2024 17:00,12:36,39,9,2,13,AZ,39-9-2-13-AZ,172763.7441,480204.0284,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,12:39,39,9,2,14,AZ,39-9-2-14-AZ,172795.7448,480207.3852,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,11:51,39,9,2,1,AZ,39-9-2-1-AZ,172387.5631,480203.4092,75 - 100%,"Mature, with boulders and young hemlock",Snowshoe Hare,,0
2/19/2024 17:00,11:55,39,9,2,2,AZ,39-9-2-2-AZ,172399.4285,480194.9942,75 - 100%,Same as 1,Snowshoe Hare,,0
2/19/2024 17:00,11:58,39,9,2,3,AZ,39-9-2-3-AZ,172416.6695,480205.601,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,12:02,39,9,2,4,AZ,39-9-2-4-AZ,172446.2923,480204.9273,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,12:05,39,9,2,5,AZ,39-9-2-5-AZ,172466.0767,480204.994,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,12:08,39,9,2,6,AZ,39-9-2-6-AZ,172487.603,480208.5272,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,12:11,39,9,2,7,AZ,39-9-2-7-AZ,172489.7673,480212.8405,75 - 100%,Same,Snowshoe Hare,,0
2/19/2024 17:00,12:15,39,9,2,8,AZ,39-9-2-8-AZ,172497.6591,480215.4729,75 - 100%,"Open canopy with dense seedlings, some boulders and hemlock",Snowshoe Hare,,0
2/19/2024 17:00,12:21,39,9,2,9,AZ,39-9-2-9-AZ,172577.3562,480208.2753,75 - 100%,"Open canopy, dense seedlings",Snowshoe Hare,,0
3/15/2024 16:00,9:36,39,9,3,10,LS,39-9-3-10-LS,172670.7609,480221.1074,0 - 25%,"Young hardwood understory, mature hemlock, beech, and maple overstory ",Snowshoe Hare,,0
3/15/2024 16:00,9:41,39,9,3,11,LS,39-9-3-11-LS,172702.8707,480208.5405,0 - 25%,,Snowshoe Hare,,0
3/15/2024 16:00,9:43,39,9,3,12,LS,39-9-3-12-LS,172731.9504,480213.3461,0 - 25%,,Snowshoe Hare,,0
3/15/2024 16:00,9:48,39,9,3,13,LS,39-9-3-13-LS,172773.6886,480210.5383,0 - 25%,Young hardwood regrowth in old cut,Snowshoe Hare,,0
3/15/2024 16:00,9:54,39,9,3,14,LS,39-9-3-14-LS,172875.945,480212.4911,0 - 25%,,Snowshoe Hare,,0
3/15/2024 16:00,9:59,39,9,3,15,LS,39-9-3-15-LS,172938.8114,480196.4068,0 - 25%,,Snowshoe Hare,,0
3/15/2024 16:00,8:46,39,9,3,1,LS,39-9-3-1-LS,172083.4946,480245.4054,0 - 25%,Young hemlock thicket,Snowshoe Hare,,0
3/15/2024 16:00,8:55,39,9,3,2,LS,39-9-3-2-LS,172255.9108,480208.1936,0 - 25%,Young hemlock thicket edge ,Snowshoe Hare,,0
3/15/2024 16:00,8:59,39,9,3,3,LS,39-9-3-3-LS,172269.9136,480206.5202,0 - 25%,Young hemlock thicket ,Snowshoe Hare,,0
3/15/2024 16:00,9:02,39,9,3,4,LS,39-9-3-4-LS,172287.4584,480211.677,0 - 25%,Young hemlock and beech,Snowshoe Hare,,0
3/15/2024 16:00,9:09,39,9,3,5,LS,39-9-3-5-LS,172342.0533,480191.674,0 - 25%,Mixed forest—immature hemlock and beech and mature maple,Snowshoe Hare,,0
3/15/2024 16:00,9:15,39,9,3,6,LS,39-9-3-6-LS,172437.1085,480199.3003,0 - 25%,"Hemlock and maple overstory, nearby blowdown for cover",Snowshoe Hare,,0
3/15/2024 16:00,9:21,39,9,3,7,LS,39-9-3-7-LS,172503.0543,480216.4032,0 - 25%,"In young regrowth—hard and softwood saplings—in an area cut, likely 20 years ago",Snowshoe Hare,,0
3/15/2024 16:00,9:26,39,9,3,8,LS,39-9-3-8-LS,172529.3067,480210.597,0 - 25%,Amidst saplings in an old cut area,Snowshoe Hare,,0
3/15/2024 16:00,9:33,39,9,3,9,LS,39-9-3-9-LS,172661.1143,480227.8154,0 - 25%,,Snowshoe Hare,,0
4/9/2024 16:00,9:05,39,9,4,1,AM,39-9-4-1-AM,172388.8866,480235.8587,0 - 25%,Birch mix,Snowshoe Hare,,0
4/9/2024 16:00,9:13,39,9,4,2,AM,39-9-4-2-AM,172518.4206,480211.087,0 - 25%,Beech,Snowshoe Hare,,0
4/9/2024 16:00,9:19,39,9,4,3,AM,39-9-4-3-AM,172661.692,480217.5833,0 - 25%,Beech,Snowshoe Hare,,0
4/9/2024 16:00,9:22,39,9,4,4,AM,39-9-4-4-AM,172689.2942,480220.7222,0 - 25%,Beech,Snowshoe Hare,,0
4/9/2024 16:00,9:26,39,9,4,5,AM,39-9-4-5-AM,172744.5852,480220.0581,0 - 25%,,Snowshoe Hare,,0
4/9/2024 16:00,9:29,39,9,4,6,AM,39-9-4-6-AM,172781.8091,480215.1153,0 - 25%,,Snowshoe Hare,,0
4/9/2024 16:00,9:34,39,9,4,7,AM,39-9-4-7-AM,172852.1271,480222.8634,0 - 25%,,Snowshoe Hare,,0
4/9/2024 16:00,9:48,39,9,4,8,AM,39-9-4-8-AM,173202.4905,480222.7985,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,8:50,44,10,2,1,CR,44-10-2-1-CR,180203.8977,501388.4837,0 - 25%,Sapling beech,Snowshoe Hare,,0
2/8/2024 17:00,9:00,44,10,2,2,CR,44-10-2-2-CR,180083.1119,501420.9833,0 - 25%,Red maple and beech,Snowshoe Hare,,0
2/8/2024 17:00,9:24,44,10,2,3,CR,44-10-2-3-CR,179509.0512,501394.4708,0 - 25%,In a clearing with very short saplings ,Snowshoe Hare,,0
2/8/2024 17:00,9:30,44,10,2,4,CR,44-10-2-4-CR,179452.503,501410.0511,0 - 25%,Beech and hemlock saplings ,Snowshoe Hare,,0
2/8/2024 17:00,9:38,44,10,2,5,CR,44-10-2-5-CR,179342.344,501407.1142,0 - 25%,Beech and maple,Snowshoe Hare,,0
2/8/2024 17:00,9:54,44,10,2,6,CR,44-10-2-6-CR,179099.5482,501454.0179,0 - 25%,Beech and Cherry,Snowshoe Hare,,0
2/8/2024 17:00,10:01,44,10,2,7,CR,44-10-2-7-CR,179054.2581,501434.0298,0 - 25%,Cherry and small beech,Snowshoe Hare,,0
2/8/2024 17:00,10:09,44,10,2,8,CR,44-10-2-8-CR,178984.779,501407.4697,0 - 25%,"Yellow birch, beech,red maple, with large hemlocks near by",Snowshoe Hare,,0
3/5/2024 17:00,9:47,44,10,3,10,LS,44-10-3-10-LS,179455.6504,501378.8671,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,9:50,44,10,3,11,LS,44-10-3-11-LS,179411.9346,501385.226,0 - 25%,"Mixed hemlock, maple, and beech",Snowshoe Hare,,0
3/5/2024 17:00,9:54,44,10,3,12,LS,44-10-3-12-LS,179404.2744,501388.6573,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,9:58,44,10,3,13,LS,44-10-3-13-LS,179342.797,501377.0403,0 - 25%,Edge of young hemlock grove,Snowshoe Hare,,0
3/5/2024 17:00,10:04,44,10,3,14,LS,44-10-3-14-LS,179160.5152,501348.5426,0 - 25%,Mixed mature and immature hard and softwood forest,Snowshoe Hare,,0
3/5/2024 17:00,10:10,44,10,3,15,LS,44-10-3-15-LS,179015.8341,501376.3832,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,10:13,44,10,3,16,LS,44-10-3-16-LS,178978.2928,501378.6255,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,8:48,44,10,3,1,LS,44-10-3-1-LS,180448.7753,501382.763,0 - 25%,Along field edge in mixed young hardwoods,Snowshoe Hare,,0
3/5/2024 17:00,8:54,44,10,3,2,LS,44-10-3-2-LS,180381.0659,501385.2082,0 - 25%,"Mixed hardwood forest, many nearby blowdowns",Snowshoe Hare,,0
3/5/2024 17:00,9:04,44,10,3,3,LS,44-10-3-3-LS,180249.4391,501388.3302,0 - 25%,Early successional forest regrowth with raspberry ,Snowshoe Hare,,0
3/5/2024 17:00,9:09,44,10,3,4,LS,44-10-3-4-LS,180241.9596,501378.8948,0 - 25%,Early successional forest with raspberry,Snowshoe Hare,,0
3/5/2024 17:00,9:15,44,10,3,5,LS,44-10-3-5-LS,180148.9145,501410.4704,0 - 25%,"Hillside with large rocks and young beech, birch, and maple ",Snowshoe Hare,,0
3/5/2024 17:00,9:21,44,10,3,6,LS,44-10-3-6-LS,180124.4599,501389.2171,0 - 25%,Young hardwood regrowth,Snowshoe Hare,,0
3/5/2024 17:00,9:26,44,10,3,7,LS,44-10-3-7-LS,180032.1636,501397.3418,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,9:40,44,10,3,8,LS,44-10-3-8-LS,179514.559,501373.4165,0 - 25%,Mixed mature and young hardwoods,Snowshoe Hare,,0
3/5/2024 17:00,9:44,44,10,3,9,LS,44-10-3-9-LS,179489.4326,501377.6985,0 - 25%,,Snowshoe Hare,,0
1/30/2024 17:00,11:00,44,11,1,1,SM,44-11-1-1-SM,178993.1135,501583.7928,75 - 100%,Tall leafless trees. Not super dense,Snowshoe Hare,,0
2/8/2024 17:00,11:51,44,11,2,10,SM,44-11-2-10-SM,179352.9722,501578.5576,0 - 25%,"Pretty open. Mature cherry, some young trees",Snowshoe Hare,,0
2/8/2024 17:00,11:55,44,11,2,11,SM,44-11-2-11-SM,179379.7716,501570.5161,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,12:50,44,11,2,12,SM,44-11-2-12-SM,180523.1885,501497.3669,0 - 25%,,Undetermined,not submitted for dna analysis,0
2/8/2024 17:00,8:26,44,11,2,1,SM,44-11-2-1-SM,180492.3136,501501.1709,0 - 25%,Mixed young and mid age Cherry and birch. Not super dense,Snowshoe Hare,,0
2/8/2024 17:00,8:31,44,11,2,2,SM,44-11-2-2-SM,180487.2143,501521.9403,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,8:30,44,11,2,3,SM,44-11-2-3-SM,180488.7932,501520.2012,0 - 25%,Young to mid aged cherry and birch ,Snowshoe Hare,,0
2/8/2024 17:00,8:43,44,11,2,4,SM,44-11-2-4-SM,180726.9252,501584.3216,0 - 25%,Mature Cherry. Not very dense,Snowshoe Hare,,0
2/8/2024 17:00,8:47,44,11,2,5,SM,44-11-2-5-SM,180746.501,501584.9159,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,11:21,44,11,2,6,SM,44-11-2-6-SM,178987.4954,501623.528,25 - 75%,,Snowshoe Hare,,1
2/8/2024 17:00,11:28,44,11,2,7,SM,44-11-2-7-SM,178967.2284,501586.7825,0 - 25%,Young to mid age trees. Not super dense ,Snowshoe Hare,,1
2/8/2024 17:00,11:32,44,11,2,8,SM,44-11-2-8-SM,178993.0904,501581.2572,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,11:46,44,11,2,9,SM,44-11-2-9-SM,179299.455,501575.0114,0 - 25%,"Mature cherry. Pretty open, not dense ",Snowshoe Hare,,0
3/5/2024 17:00,12:00,44,11,3,10,CR,44-11-3-10-CR,179533.0788,501565.0499,0 - 25%,Near road,Snowshoe Hare,,0
3/5/2024 17:00,12:27,44,11,3,11,CR,44-11-3-11-CR,180301.5923,501555.1687,0 - 25%,Brush area with young beech and mid canopy cover,Snowshoe Hare,,0
3/5/2024 17:00,12:32,44,11,3,12,CR,44-11-3-12-CR,180343.6626,501566.9582,0 - 25%,Brushy area down branches mid story canopy ,Snowshoe Hare,,0
3/5/2024 17:00,12:39,44,11,3,13,CR,44-11-3-13-CR,180460.2813,501576.5344,0 - 25%,Mid story canopy and brushy raspberry ,Snowshoe Hare,,0
3/5/2024 17:00,12:44,44,11,3,14,CR,44-11-3-14-CR,180505.1505,501594.5145,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,12:49,44,11,3,15,CR,44-11-3-15-CR,180583.9162,501593.3874,0 - 25%,"Near road or clearing lots of limbs and small trees down, mid canopy ",Snowshoe Hare,,0
3/5/2024 17:00,12:54,44,11,3,16,CR,44-11-3-16-CR,180669.3632,501561.9495,0 - 25%,Near clearing mid story canopy brush underneath ,Snowshoe Hare,,0
3/5/2024 17:00,11:09,44,11,3,1,CR,44-11-3-1-CR,178981.5172,501655.9776,0 - 25%,"On the way to transect 11 found. Beech and Cherry small trees, brushy area",Snowshoe Hare,,1
3/5/2024 17:00,11:15,44,11,3,2,CR,44-11-3-2-CR,178973.478,501586.833,0 - 25%,On the way to transect 11,Snowshoe Hare,,1
3/5/2024 17:00,11:21,44,11,3,3,CR,44-11-3-3-CR,179015.7812,501570.7677,0 - 25%,Small trees beech maple Cherry,Snowshoe Hare,,0
3/5/2024 17:00,11:26,44,11,3,4,CR,44-11-3-4-CR,179043.4164,501573.9843,0 - 25%,"Beech cheery, 2 big hemlocks ",Snowshoe Hare,,0
3/5/2024 17:00,11:34,44,11,3,5,CR,44-11-3-5-CR,179101.0847,501565.4041,0 - 25%,Mid canopy forest with lower understory ,Snowshoe Hare,,0
3/5/2024 17:00,11:37,44,11,3,6,CR,44-11-3-6-CR,179119.8593,501563.4232,0 - 25%,Same as sample 5 for transect 11,Snowshoe Hare,,0
3/5/2024 17:00,11:42,44,11,3,7,CR,44-11-3-7-CR,179180.0183,501567.3296,0 - 25%,"Beech Cherry, large hemlocks ",Snowshoe Hare,,0
3/5/2024 17:00,11:47,44,11,3,8,CR,44-11-3-8-CR,179295.8436,501574.7093,0 - 25%," Near a small clearing, small beech an larger Cherry",Snowshoe Hare,,0
3/5/2024 17:00,11:57,44,11,3,9,CR,44-11-3-9-CR,179485.2038,501563.7385,0 - 25%,"Near road, mid story canopy ",Snowshoe Hare,,0
2/8/2024 17:00,10:58,44,12,2,10,SM,44-12-2-10-SM,179126.5063,501714.4854,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,11:04,44,12,2,11,SM,44-12-2-11-SM,179081.9046,501727.095,0 - 25%,Dense birch and raspberry ,Snowshoe Hare,,0
2/8/2024 17:00,11:15,44,12,2,12,SM,44-12-2-12-SM,178984.0352,501657.6085,25 - 75%,Mid age cherry. Not very dense ,Snowshoe Hare,,1
2/8/2024 17:00,11:18,44,12,2,13,SM,44-12-2-13-SM,178980.7156,501652.1267,25 - 75%,,Snowshoe Hare,,1
2/8/2024 17:00,10:17,44,12,2,1,SM,44-12-2-1-SM,179377.4973,501696.9844,0 - 25%,"Mature cherry, some young tree understory, not very dense ",Snowshoe Hare,,0
2/8/2024 17:00,10:18,44,12,2,2,SM,44-12-2-2-SM,179369.994,501693.4106,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,10:22,44,12,2,3,SM,44-12-2-3-SM,179343.6245,501712.6017,0 - 25%,"Young birch understory, somewhat dense",Snowshoe Hare,,0
2/8/2024 17:00,10:25,44,12,2,4,SM,44-12-2-4-SM,179340.1698,501718.0705,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,10:30,44,12,2,5,SM,44-12-2-5-SM,179288.4022,501713.9474,0 - 25%,Young dense birch ,Snowshoe Hare,,0
2/8/2024 17:00,10:38,44,12,2,6,SM,44-12-2-6-SM,179243.0837,501712.4291,25 - 75%,Dense birch ,Snowshoe Hare,,0
2/8/2024 17:00,10:42,44,12,2,7,SM,44-12-2-7-SM,179231.1719,501712.9932,0 - 25%,,Snowshoe Hare,,0
2/8/2024 17:00,10:50,44,12,2,8,SM,44-12-2-8-SM,179164.1933,501709.0406,0 - 25%,Dense birch ,Snowshoe Hare,,0
2/8/2024 17:00,10:54,44,12,2,9,SM,44-12-2-9-SM,179136.2087,501717.1797,0 - 25%,,Snowshoe Hare,,0
3/5/2024 17:00,10:15,44,12,3,1,CR,44-12-3-1-CR,179241,501770.942,0 - 25%,Beech saplings thicket with raspberry ,Snowshoe Hare,,0
3/5/2024 17:00,10:25,44,12,3,2,CR,44-12-3-2-CR,179209.2676,501753.2757,0 - 25%,Beech raspberry thicket,Snowshoe Hare,,0
3/5/2024 17:00,10:35,44,12,3,3,CR,44-12-3-3-CR,179139.8318,501760.3338,0 - 25%,Shrubs area in the middle of beech raspberry thicket,Eastern Cottontail,,0
